name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Portugal,2023-06-28,30.2,19.7,23.6,30.7,19.7,23.9,17,68.4,0,0,0,,0,0,50,30.5,326.5,1014.8,12.5,10.3,269.5,23.6,8,10,2023-06-28T06:14:09,2023-06-28T21:05:31,0.34,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Portugal,2023-06-29,25.9,18.3,21.5,25.9,18.3,21.5,15.4,69.3,0,0,0,,0,0,64.8,44.6,341.5,1018.6,25.4,10.4,213.1,18.4,7,10,2023-06-29T06:14:33,2023-06-29T21:05:30,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Portugal,2023-06-30,28.8,17.1,21.9,27.9,17.1,21.9,12.5,57.1,0,0,0,,0,0,63,39.7,337,1018.1,8.3,10.5,319.6,27.5,9,10,2023-06-30T06:14:59,2023-06-30T21:05:27,0.4,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-01,30.1,19,23.7,30.1,19,23.7,14.3,56.8,0,0,0,,0,0,44.6,28.4,322.9,1016.1,2.8,10.5,315.7,27.4,9,10,2023-07-01T06:15:26,2023-07-01T21:05:23,0.43,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-02,32.7,19.2,24.6,32.9,19.2,24.8,16.6,63.7,0,0,0,,0,0,28.4,30.1,315.9,1014.9,5.6,10.5,299.3,25.8,9,10,2023-07-02T06:15:54,2023-07-02T21:05:16,0.47,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-03,27.8,18.2,22.2,27.9,18.2,22.3,16.2,71.2,0,0,0,,0,0,37.1,26,326.6,1017.3,24.8,10.5,275.4,23.7,9,10,2023-07-03T06:16:24,2023-07-03T21:05:08,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-04,27,17.2,21.5,27,17.2,21.5,14.5,66.7,0,0,0,,0,0,32.4,32.4,339.7,1019.7,23.2,10.5,269.2,23.4,9,10,2023-07-04T06:16:55,2023-07-04T21:04:58,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-05,26.2,18,21.4,26.2,18,21.4,15.5,70.2,0,0,0,,0,0,38.9,24.7,324.1,1017.4,27.2,10.5,284.2,24.5,10,10,2023-07-05T06:17:27,2023-07-05T21:04:45,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-06,27,18.2,21.5,27.2,18.2,21.5,15,68.1,0,0,0,,0,0,32,23.6,334.9,1014.8,38.4,10.5,293,25.3,9,10,2023-07-06T06:18:01,2023-07-06T21:04:31,0.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-07,25.9,17.1,21.1,25.9,17.1,21.1,15,70,0,0,0,,0,0,30.6,21.3,299.7,1014.6,28.5,10.5,321.1,27.9,9,10,2023-07-07T06:18:36,2023-07-07T21:04:15,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-08,26.3,19,21.9,26.3,19,21.9,16.1,72.3,0,0,0,rain,0,0,28.4,19,268,1019,44.2,10.5,301.5,25.9,9,10,2023-07-08T06:19:12,2023-07-08T21:03:57,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-09,27.3,16.6,21.5,27,16.6,21.5,13.9,64.7,0,0,0,,0,0,34.9,28.3,336.7,1021.6,13.3,10.5,322.6,27.9,9,10,2023-07-09T06:19:49,2023-07-09T21:03:38,0.71,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-10,31.5,17,23.3,30.2,17,23,12.4,53.7,0,0,0,,0,0,34.6,27.5,331.5,1019.1,5.1,10.5,326.1,28.3,9,10,2023-07-10T06:20:27,2023-07-10T21:03:16,0.75,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-11,27.4,18.7,22.5,27.9,18.7,22.6,16,67.9,0,0,0,,0,0,38.9,25.4,328.4,1018,23.8,10.5,255.5,22,10,10,2023-07-11T06:21:06,2023-07-11T21:02:52,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-12,28.2,18.7,22.8,28.9,18.7,22.9,16.4,68.7,0,0,0,,0,0,34.6,25.8,338.4,1019.3,26.9,10.5,257.5,22.2,10,10,2023-07-12T06:21:46,2023-07-12T21:02:27,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-13,32.9,18.2,23.9,31.3,18.2,23.5,11.8,49.6,0,0,0,,0,0,28.1,26.2,333.6,1019.1,0,10.5,334.3,28.9,9,10,2023-07-13T06:22:27,2023-07-13T21:02:00,0.85,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Portugal,2023-07-14,27.9,19,22.7,28.8,19,22.9,17.2,72,0,0,0,,0,0,32.8,19.5,309,1017.4,44.2,10.5,342.5,29.5,10,10,2023-07-14T06:23:09,2023-07-14T21:01:31,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Portugal,2023-07-15,25.8,18.2,21.7,25.8,18.2,21.7,14.6,65.8,0,0,0,,0,0,33.1,27.8,331,1017.9,54.8,10.5,323.9,28,10,10,2023-07-15T06:23:52,2023-07-15T21:01:00,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,08536099999,LPPT"
Portugal,2023-07-16,25.2,16.3,20.3,25.2,16.3,20.3,10.9,57.5,0,0,0,,0,0,48.2,31.6,346.1,1017.4,16.4,10.5,354,30.5,10,10,2023-07-16T06:24:36,2023-07-16T21:00:27,0.95,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,08536099999,LPPT"
Portugal,2023-07-17,30.2,16.6,22,29.8,16.6,21.9,13.6,61.7,0,0,0,,0,0,44.6,29,329.9,1015.4,18.4,10.5,350.8,30.5,10,10,2023-07-17T06:25:21,2023-07-17T20:59:52,0,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,08536099999,LPPT"
Portugal,2023-07-18,29.5,17.3,22.2,29.2,17.3,22.2,15.1,66.4,0,0,0,,0,0,42.5,24.9,333.6,1018.1,27.3,10.5,348.5,30.2,10,10,2023-07-18T06:26:06,2023-07-18T20:59:16,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Portugal,2023-07-19,27.7,17.9,21.8,27.7,17.9,21.9,15.7,70.3,0,0,0,,0,0,40.7,26.2,327.1,1018.6,26.6,10.5,348.6,30.1,10,10,2023-07-19T06:26:52,2023-07-19T20:58:38,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Portugal,2023-07-20,25.4,18.2,21.3,25.4,18.2,21.3,15.2,69.7,0,0,0,,0,0,46.4,30.9,328.8,1018,41,10.5,345.3,29.9,10,10,2023-07-20T06:27:39,2023-07-20T20:57:58,0.09,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Portugal,2023-07-21,24.3,19.1,21.2,24.3,19.1,21.2,15.1,69.8,0,0,0,,0,0,30.2,21.1,323.8,1017.7,55.5,10.5,334.4,28.8,10,10,2023-07-21T06:28:26,2023-07-21T20:57:16,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Portugal,2023-07-22,27,18,21.6,27.4,18,21.6,15.8,71.1,0,0,0,,0,0,40.7,29.6,321.3,1016.7,29.4,10.5,331.5,28.7,10,10,2023-07-22T06:29:14,2023-07-22T20:56:32,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,08536099999,LPPT"
Portugal,2023-07-23,26.5,17.1,20.9,26.5,17.1,20.9,14.2,67.8,0,0,0,,0,0,42.5,31.3,334.1,1016.6,31,10.5,344.3,29.6,10,10,2023-07-23T06:30:03,2023-07-23T20:55:47,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"08534099999,08536099999,LPPT"
Portugal,2023-07-24,24.8,18.2,21.4,24.8,18.2,21.4,15.2,69.4,0,0,0,,0,0,32.4,26.6,329.6,1017.2,57.4,10.5,331.8,28.7,10,10,2023-07-24T06:30:52,2023-07-24T20:55:00,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Portugal,2023-07-25,25.6,17,20.6,25.6,17,20.6,12.4,62.5,0,0,0,,0,0,39.6,30.8,346,1018.1,20.4,10.5,344.4,29.7,10,10,2023-07-25T06:31:41,2023-07-25T20:54:12,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Portugal,2023-07-26,31.7,17.2,22.4,29.9,17.2,22.2,14.3,64.2,0,0,0,,0,0,46.4,29.5,329,1015.6,14.1,10.5,340.2,29.2,10,10,2023-07-26T06:32:31,2023-07-26T20:53:22,0.29,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,08536099999,LPPT"
Portugal,2023-07-27,24.2,18.2,20.5,24.2,18.2,20.5,15.2,72.6,0,0,0,,0,0,42.5,25.8,330.8,1016.8,53.3,10.5,325.3,28.2,10,10,2023-07-27T06:33:22,2023-07-27T20:52:30,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Portugal,2023-07-28,28,17.7,22.2,28.2,17.7,22.2,16.6,72.9,0,0,0,,0,0,28.8,25,327.9,1016.4,35.7,10.5,330.4,28.8,10,10,2023-07-28T06:34:13,2023-07-28T20:51:37,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Portugal,2023-07-29,29,20,23.3,30.4,20,23.6,18.4,75.4,0,0,0,,0,0,29.2,25.2,321.6,1016.8,50.1,10.5,319.5,27.7,9,10,2023-07-29T06:35:04,2023-07-29T20:50:42,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,08536099999,LPPT"
Portugal,2023-07-30,28.3,18.2,22.6,28.2,18.2,22.6,14.7,63.8,0,0,0,,0,0,32.4,26.1,334.2,1019.5,25,10.5,335.3,29.1,10,10,2023-07-30T06:35:56,2023-07-30T20:49:46,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,08536099999,LPPT"
Portugal,2023-07-31,27.2,18,21.9,27.3,18,21.9,15.4,68.4,0,0,0,,0,0,44.6,28.3,331.3,1020.5,31.3,10.5,337.1,29.2,10,10,2023-07-31T06:36:48,2023-07-31T20:48:48,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Portugal,2023-08-01,28.2,19.1,23.4,29.5,19.1,23.7,18.6,75.5,0.02,100,4.17,rain,0,0,50,31.1,340,1018.8,55.2,10.5,178.5,15.5,9,10,2023-08-01T06:37:40,2023-08-01T20:47:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,08536099999,LPPT"
